country,year,sex,age,suicides,population, gdp,generation
Paraguay,1991,male,55-74 years,8,148800,"6,984,367,763",Silent
Paraguay,1991,male,75+ years,1,25426,"6,984,367,763",G.I. Generation
Paraguay,1991,male,35-54 years,14,371882,"6,984,367,763",Boomers
Paraguay,1991,male,15-24 years,15,416191,"6,984,367,763",Generation X
Paraguay,1991,female,15-24 years,13,405630,"6,984,367,763",Generation X
Paraguay,1991,male,25-34 years,8,319155,"6,984,367,763",Boomers
Paraguay,1991,female,25-34 years,4,310280,"6,984,367,763",Boomers
Paraguay,1991,female,55-74 years,2,158432,"6,984,367,763",Silent
Paraguay,1991,female,35-54 years,4,355055,"6,984,367,763",Boomers
Paraguay,1991,female,5-14 years,4,550401,"6,984,367,763",Millenials
Paraguay,1991,male,5-14 years,2,567556,"6,984,367,763",Millenials
Paraguay,1991,female,75+ years,0,34004,"6,984,367,763",G.I. Generation
Paraguay,1994,male,55-74 years,16,163247,"7,870,982,171",Silent
Paraguay,1994,male,75+ years,2,29076,"7,870,982,171",G.I. Generation
Paraguay,1994,male,35-54 years,22,414561,"7,870,982,171",Boomers
Paraguay,1994,female,75+ years,2,38397,"7,870,982,171",G.I. Generation
Paraguay,1994,male,15-24 years,22,443189,"7,870,982,171",Generation X
Paraguay,1994,male,25-34 years,15,343206,"7,870,982,171",Boomers
Paraguay,1994,female,25-34 years,6,334061,"7,870,982,171",Boomers
Paraguay,1994,female,35-54 years,7,396264,"7,870,982,171",Boomers
Paraguay,1994,female,55-74 years,3,171623,"7,870,982,171",Silent
Paraguay,1994,female,15-24 years,7,431939,"7,870,982,171",Generation X
Paraguay,1994,male,5-14 years,4,612776,"7,870,982,171",Millenials
Paraguay,1994,female,5-14 years,2,594178,"7,870,982,171",Millenials
Paraguay,1995,male,75+ years,3,30153,"9,062,131,308",G.I. Generation
Paraguay,1995,male,35-54 years,27,429613,"9,062,131,308",Boomers
Paraguay,1995,male,15-24 years,28,455746,"9,062,131,308",Generation X
Paraguay,1995,male,25-34 years,17,349465,"9,062,131,308",Generation X
Paraguay,1995,male,55-74 years,7,168605,"9,062,131,308",Silent
Paraguay,1995,female,15-24 years,16,443966,"9,062,131,308",Generation X
Paraguay,1995,female,55-74 years,3,176454,"9,062,131,308",Silent
Paraguay,1995,female,35-54 years,6,410701,"9,062,131,308",Boomers
Paraguay,1995,female,5-14 years,7,606342,"9,062,131,308",Millenials
Paraguay,1995,female,25-34 years,3,340494,"9,062,131,308",Generation X
Paraguay,1995,male,5-14 years,1,625433,"9,062,131,308",Millenials
Paraguay,1995,female,75+ years,0,39786,"9,062,131,308",G.I. Generation
Paraguay,1996,male,55-74 years,11,173535,"9,788,391,733",Silent
Paraguay,1996,male,75+ years,2,31800,"9,788,391,733",G.I. Generation
Paraguay,1996,male,15-24 years,22,469606,"9,788,391,733",Generation X
Paraguay,1996,male,35-54 years,19,444785,"9,788,391,733",Boomers
Paraguay,1996,male,25-34 years,15,354956,"9,788,391,733",Generation X
Paraguay,1996,female,15-24 years,12,457285,"9,788,391,733",Generation X
Paraguay,1996,female,25-34 years,7,346518,"9,788,391,733",Generation X
Paraguay,1996,female,35-54 years,6,424905,"9,788,391,733",Boomers
Paraguay,1996,female,55-74 years,2,180915,"9,788,391,733",Silent
Paraguay,1996,female,5-14 years,3,617889,"9,788,391,733",Millenials
Paraguay,1996,female,75+ years,0,41669,"9,788,391,733",G.I. Generation
Paraguay,1996,male,5-14 years,0,637559,"9,788,391,733",Millenials
Paraguay,1997,male,15-24 years,29,485277,"9,965,225,497",Generation X
Paraguay,1997,male,25-34 years,21,359615,"9,965,225,497",Generation X
Paraguay,1997,male,55-74 years,10,178700,"9,965,225,497",Silent
Paraguay,1997,male,35-54 years,20,460079,"9,965,225,497",Boomers
Paraguay,1997,female,15-24 years,15,472212,"9,965,225,497",Generation X
Paraguay,1997,male,75+ years,1,33336,"9,965,225,497",G.I. Generation
Paraguay,1997,female,25-34 years,10,351803,"9,965,225,497",Generation X
Paraguay,1997,female,55-74 years,3,185568,"9,965,225,497",Silent
Paraguay,1997,female,35-54 years,7,439187,"9,965,225,497",Boomers
Paraguay,1997,female,5-14 years,6,627765,"9,965,225,497",Millenials
Paraguay,1997,male,5-14 years,4,648002,"9,965,225,497",Millenials
Paraguay,1997,female,75+ years,0,43429,"9,965,225,497",G.I. Generation
Paraguay,1998,male,75+ years,4,34806,"9,024,567,484",G.I. Generation
Paraguay,1998,male,55-74 years,15,184198,"9,024,567,484",Silent
Paraguay,1998,male,35-54 years,28,475395,"9,024,567,484",Boomers
Paraguay,1998,male,25-34 years,21,363959,"9,024,567,484",Generation X
Paraguay,1998,male,15-24 years,25,502306,"9,024,567,484",Generation X
Paraguay,1998,female,15-24 years,22,488313,"9,024,567,484",Generation X
Paraguay,1998,female,75+ years,1,45155,"9,024,567,484",G.I. Generation
Paraguay,1998,female,35-54 years,8,453570,"9,024,567,484",Boomers
Paraguay,1998,female,55-74 years,3,190476,"9,024,567,484",Silent
Paraguay,1998,female,25-34 years,4,356782,"9,024,567,484",Generation X
Paraguay,1998,female,5-14 years,7,636190,"9,024,567,484",Millenials
Paraguay,1998,male,5-14 years,0,656944,"9,024,567,484",Millenials
Paraguay,1999,male,55-74 years,15,190207,"8,392,549,702",Silent
Paraguay,1999,male,35-54 years,37,490653,"8,392,549,702",Boomers
Paraguay,1999,female,15-24 years,31,504952,"8,392,549,702",Generation X
Paraguay,1999,male,15-24 years,31,519970,"8,392,549,702",Generation X
Paraguay,1999,male,25-34 years,20,368766,"8,392,549,702",Generation X
Paraguay,1999,female,35-54 years,16,468102,"8,392,549,702",Boomers
Paraguay,1999,male,75+ years,1,36271,"8,392,549,702",G.I. Generation
Paraguay,1999,female,55-74 years,5,195757,"8,392,549,702",Silent
Paraguay,1999,female,75+ years,1,46953,"8,392,549,702",G.I. Generation
Paraguay,1999,female,5-14 years,2,643639,"8,392,549,702",Millenials
Paraguay,1999,male,5-14 years,2,664839,"8,392,549,702",Millenials
Paraguay,1999,female,25-34 years,0,362111,"8,392,549,702",Generation X
Paraguay,2000,male,25-34 years,33,374656,"8,195,993,231",Generation X
Paraguay,2000,male,55-74 years,16,196856,"8,195,993,231",Silent
Paraguay,2000,male,35-54 years,27,505726,"8,195,993,231",Boomers
Paraguay,2000,male,15-24 years,28,537673,"8,195,993,231",Generation X
Paraguay,2000,female,15-24 years,23,521651,"8,195,993,231",Generation X
Paraguay,2000,female,35-54 years,14,482688,"8,195,993,231",Boomers
Paraguay,2000,male,75+ years,1,37753,"8,195,993,231",G.I. Generation
Paraguay,2000,female,75+ years,1,48858,"8,195,993,231",G.I. Generation
Paraguay,2000,female,55-74 years,4,201515,"8,195,993,231",Silent
Paraguay,2000,female,25-34 years,2,368319,"8,195,993,231",Generation X
Paraguay,2000,female,5-14 years,3,650449,"8,195,993,231",Millenials
Paraguay,2000,male,5-14 years,2,672014,"8,195,993,231",Millenials
Paraguay,2001,male,75+ years,8,39855,"7,662,595,076",Silent
Paraguay,2001,male,55-74 years,18,203149,"7,662,595,076",Silent
Paraguay,2001,male,15-24 years,37,553522,"7,662,595,076",Millenials
Paraguay,2001,female,15-24 years,25,536659,"7,662,595,076",Millenials
Paraguay,2001,male,25-34 years,16,382094,"7,662,595,076",Generation X
Paraguay,2001,male,35-54 years,15,520113,"7,662,595,076",Boomers
Paraguay,2001,female,35-54 years,12,497708,"7,662,595,076",Boomers
Paraguay,2001,female,75+ years,1,51331,"7,662,595,076",Silent
Paraguay,2001,female,25-34 years,7,375000,"7,662,595,076",Generation X
Paraguay,2001,female,55-74 years,3,207018,"7,662,595,076",Silent
Paraguay,2001,female,5-14 years,6,656430,"7,662,595,076",Millenials
Paraguay,2001,male,5-14 years,4,678435,"7,662,595,076",Millenials
Paraguay,2002,male,15-24 years,42,569595,"6,325,151,760",Millenials
Paraguay,2002,male,25-34 years,25,390558,"6,325,151,760",Generation X
Paraguay,2002,male,35-54 years,32,535007,"6,325,151,760",Boomers
Paraguay,2002,female,15-24 years,32,552182,"6,325,151,760",Millenials
Paraguay,2002,male,75+ years,2,41992,"6,325,151,760",Silent
Paraguay,2002,male,55-74 years,9,210122,"6,325,151,760",Silent
Paraguay,2002,female,25-34 years,11,382378,"6,325,151,760",Generation X
Paraguay,2002,female,55-74 years,6,213126,"6,325,151,760",Silent
Paraguay,2002,female,35-54 years,10,513310,"6,325,151,760",Boomers
Paraguay,2002,female,5-14 years,7,662632,"6,325,151,760",Millenials
Paraguay,2002,male,5-14 years,1,685092,"6,325,151,760",Millenials
Paraguay,2002,female,75+ years,0,53927,"6,325,151,760",Silent
Paraguay,2003,male,75+ years,7,44060,"6,588,103,836",Silent
Paraguay,2003,male,35-54 years,43,549755,"6,588,103,836",Boomers
Paraguay,2003,male,55-74 years,16,217888,"6,588,103,836",Silent
Paraguay,2003,male,15-24 years,39,585314,"6,588,103,836",Millenials
Paraguay,2003,female,15-24 years,31,567525,"6,588,103,836",Millenials
Paraguay,2003,male,25-34 years,16,400125,"6,588,103,836",Generation X
Paraguay,2003,male,5-14 years,8,691456,"6,588,103,836",Millenials
Paraguay,2003,female,25-34 years,4,390609,"6,588,103,836",Generation X
Paraguay,2003,female,35-54 years,5,528807,"6,588,103,836",Boomers
Paraguay,2003,female,5-14 years,4,668533,"6,588,103,836",Millenials
Paraguay,2003,female,55-74 years,1,219923,"6,588,103,836",Silent
Paraguay,2003,female,75+ years,0,56494,"6,588,103,836",Silent
Paraguay,2004,male,75+ years,7,45873,"8,033,877,360",Silent
Paraguay,2004,male,15-24 years,53,599849,"8,033,877,360",Millenials
Paraguay,2004,male,55-74 years,20,226553,"8,033,877,360",Silent
Paraguay,2004,male,25-34 years,34,410848,"8,033,877,360",Generation X
Paraguay,2004,female,15-24 years,40,581699,"8,033,877,360",Millenials
Paraguay,2004,male,35-54 years,35,563346,"8,033,877,360",Boomers
Paraguay,2004,female,35-54 years,16,543113,"8,033,877,360",Boomers
Paraguay,2004,female,25-34 years,9,399856,"8,033,877,360",Generation X
Paraguay,2004,female,55-74 years,5,227535,"8,033,877,360",Silent
Paraguay,2004,female,75+ years,1,58790,"8,033,877,360",Silent
Paraguay,2004,male,5-14 years,8,696611,"8,033,877,360",Millenials
Paraguay,2004,female,5-14 years,6,673228,"8,033,877,360",Millenials
Paraguay,2005,male,75+ years,7,47349,"8,734,653,809",Silent
Paraguay,2005,male,55-74 years,23,236152,"8,734,653,809",Silent
Paraguay,2005,male,15-24 years,54,612683,"8,734,653,809",Millenials
Paraguay,2005,female,15-24 years,44,594065,"8,734,653,809",Millenials
Paraguay,2005,male,35-54 years,40,575210,"8,734,653,809",Boomers
Paraguay,2005,male,25-34 years,24,422818,"8,734,653,809",Generation X
Paraguay,2005,female,25-34 years,13,410317,"8,734,653,809",Generation X
Paraguay,2005,female,35-54 years,14,555555,"8,734,653,809",Boomers
Paraguay,2005,female,5-14 years,10,675887,"8,734,653,809",Millenials
Paraguay,2005,female,55-74 years,3,236025,"8,734,653,809",Silent
Paraguay,2005,male,5-14 years,7,699704,"8,734,653,809",Millenials
Paraguay,2005,female,75+ years,0,60692,"8,734,653,809",Silent
Paraguay,2006,male,75+ years,8,49190,"10,646,157,920",Silent
Paraguay,2006,male,15-24 years,62,624318,"10,646,157,920",Millenials
Paraguay,2006,male,35-54 years,49,584438,"10,646,157,920",Boomers
Paraguay,2006,male,25-34 years,36,437359,"10,646,157,920",Generation X
Paraguay,2006,male,55-74 years,18,246222,"10,646,157,920",Silent
Paraguay,2006,female,15-24 years,28,604935,"10,646,157,920",Millenials
Paraguay,2006,female,55-74 years,8,245285,"10,646,157,920",Silent
Paraguay,2006,female,35-54 years,18,565035,"10,646,157,920",Boomers
Paraguay,2006,female,25-34 years,10,423389,"10,646,157,920",Generation X
Paraguay,2006,male,5-14 years,9,702450,"10,646,157,920",Millenials
Paraguay,2006,female,5-14 years,5,678059,"10,646,157,920",Millenials
Paraguay,2006,female,75+ years,0,62780,"10,646,157,920",Silent
Paraguay,2007,male,75+ years,9,50660,"13,794,910,634",Silent
Paraguay,2007,male,25-34 years,40,452960,"13,794,910,634",Generation X
Paraguay,2007,male,55-74 years,22,256849,"13,794,910,634",Silent
Paraguay,2007,male,15-24 years,44,633346,"13,794,910,634",Millenials
Paraguay,2007,male,35-54 years,39,591517,"13,794,910,634",Boomers
Paraguay,2007,female,15-24 years,33,613122,"13,794,910,634",Millenials
Paraguay,2007,female,25-34 years,14,437509,"13,794,910,634",Generation X
Paraguay,2007,female,55-74 years,5,255119,"13,794,910,634",Silent
Paraguay,2007,female,5-14 years,9,677311,"13,794,910,634",Generation Z
Paraguay,2007,female,35-54 years,7,572154,"13,794,910,634",Boomers
Paraguay,2007,male,5-14 years,5,702214,"13,794,910,634",Generation Z
Paraguay,2007,female,75+ years,0,64408,"13,794,910,634",Silent
Paraguay,2008,male,75+ years,7,51965,"18,504,130,753",Silent
Paraguay,2008,male,25-34 years,43,469369,"18,504,130,753",Generation X
Paraguay,2008,male,55-74 years,22,267868,"18,504,130,753",Silent
Paraguay,2008,male,15-24 years,50,640673,"18,504,130,753",Millenials
Paraguay,2008,male,35-54 years,36,597502,"18,504,130,753",Boomers
Paraguay,2008,female,15-24 years,27,619561,"18,504,130,753",Millenials
Paraguay,2008,female,55-74 years,7,265380,"18,504,130,753",Silent
Paraguay,2008,female,35-54 years,13,577902,"18,504,130,753",Boomers
Paraguay,2008,female,25-34 years,7,452518,"18,504,130,753",Generation X
Paraguay,2008,female,75+ years,1,65848,"18,504,130,753",Silent
Paraguay,2008,female,5-14 years,7,674138,"18,504,130,753",Generation Z
Paraguay,2008,male,5-14 years,2,699445,"18,504,130,753",Generation Z
Paraguay,2009,male,75+ years,7,53377,"15,929,902,138",Silent
Paraguay,2009,male,55-74 years,32,279099,"15,929,902,138",Silent
Paraguay,2009,male,15-24 years,73,647674,"15,929,902,138",Millenials
Paraguay,2009,male,25-34 years,43,486170,"15,929,902,138",Generation X
Paraguay,2009,male,35-54 years,53,604066,"15,929,902,138",Boomers
Paraguay,2009,female,15-24 years,33,625692,"15,929,902,138",Millenials
Paraguay,2009,female,25-34 years,12,468073,"15,929,902,138",Generation X
Paraguay,2009,female,35-54 years,14,583930,"15,929,902,138",Boomers
Paraguay,2009,female,55-74 years,6,275899,"15,929,902,138",Silent
Paraguay,2009,female,5-14 years,5,669630,"15,929,902,138",Generation Z
Paraguay,2009,male,5-14 years,5,695155,"15,929,902,138",Generation Z
Paraguay,2009,female,75+ years,0,67455,"15,929,902,138",Silent
Paraguay,2010,male,75+ years,6,55046,"20,030,528,043",Silent
Paraguay,2010,male,15-24 years,54,655068,"20,030,528,043",Millenials
Paraguay,2010,male,25-34 years,36,502955,"20,030,528,043",Generation X
Paraguay,2010,male,55-74 years,20,290394,"20,030,528,043",Silent
Paraguay,2010,male,35-54 years,42,612290,"20,030,528,043",Generation X
Paraguay,2010,female,15-24 years,30,632271,"20,030,528,043",Millenials
Paraguay,2010,female,75+ years,2,69409,"20,030,528,043",Silent
Paraguay,2010,female,35-54 years,13,591324,"20,030,528,043",Generation X
Paraguay,2010,female,55-74 years,6,286507,"20,030,528,043",Silent
Paraguay,2010,female,25-34 years,9,483820,"20,030,528,043",Generation X
Paraguay,2010,female,5-14 years,3,665063,"20,030,528,043",Generation Z
Paraguay,2010,male,5-14 years,2,690556,"20,030,528,043",Generation Z
Paraguay,2011,male,75+ years,9,57390,"25,099,681,461",Silent
Paraguay,2011,male,15-24 years,84,660879,"25,099,681,461",Millenials
Paraguay,2011,male,25-34 years,57,518996,"25,099,681,461",Millenials
Paraguay,2011,male,35-54 years,47,622380,"25,099,681,461",Generation X
Paraguay,2011,male,55-74 years,18,300442,"25,099,681,461",Boomers
Paraguay,2011,female,15-24 years,32,637360,"25,099,681,461",Millenials
Paraguay,2011,female,25-34 years,18,499220,"25,099,681,461",Millenials
Paraguay,2011,female,35-54 years,14,601068,"25,099,681,461",Generation X
Paraguay,2011,female,55-74 years,6,296138,"25,099,681,461",Boomers
Paraguay,2011,male,5-14 years,7,685194,"25,099,681,461",Generation Z
Paraguay,2011,female,5-14 years,6,659621,"25,099,681,461",Generation Z
Paraguay,2011,female,75+ years,0,71811,"25,099,681,461",Silent
Paraguay,2012,male,75+ years,7,59901,"24,595,319,574",Silent
Paraguay,2012,male,15-24 years,62,667289,"24,595,319,574",Millenials
Paraguay,2012,male,25-34 years,41,535053,"24,595,319,574",Millenials
Paraguay,2012,male,35-54 years,47,634551,"24,595,319,574",Generation X
Paraguay,2012,male,55-74 years,20,310836,"24,595,319,574",Boomers
Paraguay,2012,female,15-24 years,41,643043,"24,595,319,574",Millenials
Paraguay,2012,female,75+ years,3,74473,"24,595,319,574",Silent
Paraguay,2012,female,25-34 years,17,514812,"24,595,319,574",Millenials
Paraguay,2012,female,55-74 years,8,306185,"24,595,319,574",Boomers
Paraguay,2012,female,35-54 years,12,612639,"24,595,319,574",Generation X
Paraguay,2012,male,5-14 years,10,681050,"24,595,319,574",Generation Z
Paraguay,2012,female,5-14 years,7,655451,"24,595,319,574",Generation Z
Paraguay,2013,male,75+ years,11,62499,"28,965,906,502",Silent
Paraguay,2013,male,15-24 years,88,673551,"28,965,906,502",Millenials
Paraguay,2013,male,25-34 years,60,550647,"28,965,906,502",Millenials
Paraguay,2013,male,55-74 years,34,321545,"28,965,906,502",Boomers
Paraguay,2013,male,35-54 years,46,648452,"28,965,906,502",Generation X
Paraguay,2013,female,15-24 years,34,648644,"28,965,906,502",Millenials
Paraguay,2013,female,75+ years,2,77315,"28,965,906,502",Silent
Paraguay,2013,female,35-54 years,14,625749,"28,965,906,502",Generation X
Paraguay,2013,female,5-14 years,14,652740,"28,965,906,502",Generation Z
Paraguay,2013,female,25-34 years,8,530115,"28,965,906,502",Millenials
Paraguay,2013,female,55-74 years,4,316626,"28,965,906,502",Boomers
Paraguay,2013,male,5-14 years,8,678324,"28,965,906,502",Generation Z
Paraguay,2014,male,15-24 years,104,678400,"30,881,166,852",Millenials
Paraguay,2014,male,25-34 years,62,565080,"30,881,166,852",Millenials
Paraguay,2014,male,35-54 years,60,663506,"30,881,166,852",Generation X
Paraguay,2014,male,55-74 years,28,332478,"30,881,166,852",Boomers
Paraguay,2014,male,75+ years,5,65032,"30,881,166,852",Silent
Paraguay,2014,female,15-24 years,40,652997,"30,881,166,852",Millenials
Paraguay,2014,female,35-54 years,27,639933,"30,881,166,852",Generation X
Paraguay,2014,female,25-34 years,20,544363,"30,881,166,852",Millenials
Paraguay,2014,female,55-74 years,11,327364,"30,881,166,852",Boomers
Paraguay,2014,female,5-14 years,12,651376,"30,881,166,852",Generation Z
Paraguay,2014,male,5-14 years,10,676877,"30,881,166,852",Generation Z
Paraguay,2014,female,75+ years,0,80188,"30,881,166,852",Silent
Philippines,1992,male,75+ years,6,265186,"52,976,344,929",G.I. Generation
Philippines,1992,male,55-74 years,26,1817237,"52,976,344,929",Silent
Philippines,1992,male,25-34 years,66,5080108,"52,976,344,929",Boomers
